user_id,video_id,rating
25,1,5
25,3,5
25,4,5
25,5,5
25,11,5
25,14,5
25,15,5
25,5967,5
27,5467,5
27,5468,5
27,5648,5
27,5649,5
27,5682,5
27,5966,5
28,3348,5
28,3370,5
28,3442,5
29,20,5
